CATEGORIES,Price_Type,Value_Type,MonthNum,Year,Month_Name,Date,Sales_R_Millions
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2013,January,2013-01-01,5553
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2013,February,2013-02-01,5601
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2013,March,2013-03-01,5573
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2013,April,2013-04-01,5712
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2013,May,2013-05-01,5665
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2013,June,2013-06-01,5722
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2013,July,2013-07-01,5707
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2013,August,2013-08-01,5709
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2013,September,2013-09-01,5614
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2013,October,2013-10-01,5698
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2013,November,2013-11-01,5717
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2013,December,2013-12-01,5706
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2014,January,2014-01-01,5766
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2014,February,2014-02-01,5717
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2014,March,2014-03-01,5626
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2014,April,2014-04-01,5662
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2014,May,2014-05-01,5782
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2014,June,2014-06-01,5780
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2014,July,2014-07-01,5768
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2014,August,2014-08-01,5803
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2014,September,2014-09-01,5855
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2014,October,2014-10-01,5801
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2014,November,2014-11-01,5764
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2014,December,2014-12-01,6003
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2015,January,2015-01-01,5818
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2015,February,2015-02-01,5761
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2015,March,2015-03-01,5997
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2015,April,2015-04-01,5974
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2015,May,2015-05-01,5941
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2015,June,2015-06-01,5871
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2015,July,2015-07-01,5962
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2015,August,2015-08-01,5944
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2015,September,2015-09-01,6051
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2015,October,2015-10-01,6232
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2015,November,2015-11-01,6184
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2015,December,2015-12-01,6243
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2016,January,2016-01-01,6219
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2016,February,2016-02-01,6234
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2016,March,2016-03-01,6195
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2016,April,2016-04-01,6282
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2016,May,2016-05-01,6287
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2016,June,2016-06-01,6516
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2016,July,2016-07-01,6345
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2016,August,2016-08-01,6433
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2016,September,2016-09-01,6477
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2016,October,2016-10-01,6383
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2016,November,2016-11-01,6455
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2016,December,2016-12-01,6402
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2017,January,2017-01-01,6407
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2017,February,2017-02-01,6486
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2017,March,2017-03-01,6554
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2017,April,2017-04-01,6501
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2017,May,2017-05-01,6584
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2017,June,2017-06-01,6468
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2017,July,2017-07-01,6580
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2017,August,2017-08-01,6615
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2017,September,2017-09-01,6600
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2017,October,2017-10-01,6659
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2017,November,2017-11-01,6722
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2017,December,2017-12-01,6868
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2018,January,2018-01-01,6639
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2018,February,2018-02-01,6844
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2018,March,2018-03-01,7077
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2018,April,2018-04-01,6702
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2018,May,2018-05-01,6683
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2018,June,2018-06-01,6771
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2018,July,2018-07-01,6699
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2018,August,2018-08-01,6817
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2018,September,2018-09-01,6887
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2018,October,2018-10-01,6947
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2018,November,2018-11-01,6938
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2018,December,2018-12-01,6616
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2019,January,2019-01-01,6977
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2019,February,2019-02-01,6903
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2019,March,2019-03-01,6780
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2019,April,2019-04-01,7011
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2019,May,2019-05-01,6948
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2019,June,2019-06-01,6947
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2019,July,2019-07-01,6974
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2019,August,2019-08-01,6908
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2019,September,2019-09-01,7009
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2019,October,2019-10-01,6948
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2019,November,2019-11-01,6904
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2019,December,2019-12-01,6887
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2020,January,2020-01-01,6902
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2020,February,2020-02-01,6826
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2020,March,2020-03-01,7826
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2020,April,2020-04-01,6008
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2020,May,2020-05-01,6804
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2020,June,2020-06-01,6958
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2020,July,2020-07-01,7244
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2020,August,2020-08-01,7763
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2020,September,2020-09-01,6823
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2020,October,2020-10-01,6578
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2020,November,2020-11-01,6941
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2020,December,2020-12-01,7203
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2021,January,2021-01-01,7613
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2021,February,2021-02-01,6852
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2021,March,2021-03-01,7107
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2021,April,2021-04-01,7096
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2021,May,2021-05-01,7229
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2021,June,2021-06-01,7464
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2021,July,2021-07-01,7273
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2021,August,2021-08-01,7979
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2021,September,2021-09-01,7611
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2021,October,2021-10-01,7616
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2021,November,2021-11-01,7513
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2021,December,2021-12-01,7506
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2022,January,2022-01-01,7430
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2022,February,2022-02-01,7431
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2022,March,2022-03-01,7431
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2022,April,2022-04-01,7392
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2022,May,2022-05-01,7255
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2022,June,2022-06-01,7161
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2022,July,2022-07-01,7256
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2022,August,2022-08-01,7826
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2022,September,2022-09-01,7250
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2022,October,2022-10-01,7276
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2022,November,2022-11-01,7285
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2022,December,2022-12-01,7198
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2023,January,2023-01-01,7263
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2023,February,2023-02-01,7201
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2023,March,2023-03-01,7199
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2023,April,2023-04-01,7086
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2023,May,2023-05-01,7038
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2023,June,2023-06-01,7111
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2023,July,2023-07-01,7031
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2023,August,2023-08-01,7104
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2023,September,2023-09-01,7178
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2023,October,2023-10-01,7037
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2023,November,2023-11-01,7069
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2023,December,2023-12-01,7040
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2024,January,2024-01-01,6998
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2024,February,2024-02-01,7338
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2024,March,2024-03-01,6819
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2024,April,2024-04-01,7274
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,5,2024,May,2024-05-01,7249
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,6,2024,June,2024-06-01,7134
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,7,2024,July,2024-07-01,7303
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,8,2024,August,2024-08-01,7185
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,9,2024,September,2024-09-01,7191
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,10,2024,October,2024-10-01,7398
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,11,2024,November,2024-11-01,7212
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,12,2024,December,2024-12-01,7297
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,1,2025,January,2025-01-01,7481
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,2,2025,February,2025-02-01,7316
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,3,2025,March,2025-03-01,7310
"Retailers in pharmaceutical and medical goods,cosmetics and toiletries",At constant prices,Seasonally adjusted values,4,2025,April,2025-04-01,7455
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2008,January,2008-01-01,8586
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2008,February,2008-02-01,8567
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2008,March,2008-03-01,8561
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2008,April,2008-04-01,8565
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2008,May,2008-05-01,8835
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2008,June,2008-06-01,8947
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2008,July,2008-07-01,8877
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2008,August,2008-08-01,8511
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2008,September,2008-09-01,8593
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2008,October,2008-10-01,8628
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2008,November,2008-11-01,8564
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2008,December,2008-12-01,8893
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2009,January,2009-01-01,8502
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2009,February,2009-02-01,8535
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2009,March,2009-03-01,8419
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2009,April,2009-04-01,8474
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2009,May,2009-05-01,8764
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2009,June,2009-06-01,8444
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2009,July,2009-07-01,8697
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2009,August,2009-08-01,8404
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2009,September,2009-09-01,8456
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2009,October,2009-10-01,8428
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2009,November,2009-11-01,8352
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2009,December,2009-12-01,9105
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2010,January,2010-01-01,8901
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2010,February,2010-02-01,9105
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2010,March,2010-03-01,9125
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2010,April,2010-04-01,9217
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2010,May,2010-05-01,9260
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2010,June,2010-06-01,9213
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2010,July,2010-07-01,9340
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2010,August,2010-08-01,9406
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2010,September,2010-09-01,9368
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2010,October,2010-10-01,8768
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2010,November,2010-11-01,9527
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2010,December,2010-12-01,9348
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2011,January,2011-01-01,9589
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2011,February,2011-02-01,9536
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2011,March,2011-03-01,9667
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2011,April,2011-04-01,9646
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2011,May,2011-05-01,9552
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2011,June,2011-06-01,9664
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2011,July,2011-07-01,9624
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2011,August,2011-08-01,9813
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2011,September,2011-09-01,9958
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2011,October,2011-10-01,9998
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2011,November,2011-11-01,10094
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2011,December,2011-12-01,10126
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2012,January,2012-01-01,10074
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2012,February,2012-02-01,9402
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2012,March,2012-03-01,10638
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2012,April,2012-04-01,10538
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2012,May,2012-05-01,10101
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2012,June,2012-06-01,10845
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2012,July,2012-07-01,10459
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2012,August,2012-08-01,10819
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2012,September,2012-09-01,10777
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2012,October,2012-10-01,10664
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2012,November,2012-11-01,10802
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2012,December,2012-12-01,10549
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2013,January,2013-01-01,10658
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2013,February,2013-02-01,10717
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2013,March,2013-03-01,10875
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2013,April,2013-04-01,11243
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2013,May,2013-05-01,11368
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2013,June,2013-06-01,11507
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2013,July,2013-07-01,11399
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2013,August,2013-08-01,11563
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2013,September,2013-09-01,11611
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2013,October,2013-10-01,11662
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2013,November,2013-11-01,11465
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2013,December,2013-12-01,11137
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2014,January,2014-01-01,11539
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2014,February,2014-02-01,11779
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2014,March,2014-03-01,11798
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2014,April,2014-04-01,11488
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2014,May,2014-05-01,11582
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2014,June,2014-06-01,11374
